"Date","mar_Open","mar_High","mar_Low","mar_Close","mar_Volume","mar_TWAP","mar_VWAP","mar_PreviousCloseDate","hlt_Open","hlt_High","hlt_Low","hlt_Close","hlt_Volume","hlt_TWAP","hlt_VWAP","hlt_PreviousCloseDate"
"2021-09-27",137.33,139.37,136.45,138.8,2323640,138.312318,138.421835,"2021-09-24",152.63,155.78,152.53,154.32,1891006,154.669559,154.604063,"2021-09-24"
"2021-09-24",134.36,136.305,133.985,135.48,2311760,135.745077,135.650732,"2021-09-23",149.23,152.75,149.06,152.51,1881598,151.614289,151.631689,"2021-09-23"
"2021-09-23",129.9,135.1,129.66,134.49,2505835,133.997879,134.087789,"2021-09-22",144.69,150.175,144.4,149.91,2914129,149.143658,149.117786,"2021-09-22"
"2021-09-22",128.39,130.07,128.24,129.19,1851672,129.22112,129.197846,"2021-09-21",142.76,145.79,142.35,144.4,1543099,144.641618,144.567909,"2021-09-21"
"2021-09-21",130.11,130.85,127.69,127.82,1520710,128.686781,128.33482,"2021-09-20",143.7,144.5399,141.22,142.01,1707350,142.472652,142.338727,"2021-09-20"
"2021-09-20",129.2,130.16,126.98,128.83,1976402,128.253892,128.508969,"2021-09-17",142.515,143.12,139.76,142.82,2375420,141.374711,141.761289,"2021-09-17"
"2021-09-17",132.12,133.44,130.84,131.21,1749139,131.577926,131.374742,"2021-09-16",145.02,145.63,143.66,143.9,2650198,144.377633,144.239864,"2021-09-16"
"2021-09-16",131.12,132.56,130.845,132.02,972661,131.830364,131.886299,"2021-09-15",144.3997,146.01,143.83,144.8,1966801,144.966661,144.916284,"2021-09-15"
"2021-09-15",131.12,131.86,128.83,131.4,1697174,130.401728,130.890312,"2021-09-14",141.54,145.09,140.05,144.68,3068248,142.877105,143.185707,"2021-09-14"
"2021-09-14",130.6,132.11,129.52,131.82,1767313,131.206225,131.396542,"2021-09-13",139.97,142.69,139,142.34,2159366,141.660575,141.743191,"2021-09-13"
"2021-09-13",128.26,130.25,126.73,130.21,1459760,129.253054,129.560595,"2021-09-10",136.96,140.58,135.94,139.98,1923643,139.155102,139.260761,"2021-09-10"
"2021-09-10",126.7,128.86,125.35,127.4,2287754,127.44748,127.409855,"2021-09-09",136.71,137.72,134.49,135.64,1574455,136.474323,136.296595,"2021-09-09"
"2021-09-09",122.68,126.96,122.52,125.75,1933951,125.809996,125.741211,"2021-09-08",133.61,137.5,133.16,136.09,2072706,136.150813,136.142014,"2021-09-08"
"2021-09-08",123.89,124.19,121.42,122.76,2288389,122.699476,122.692488,"2021-09-07",134.49,134.96,131.71,133.78,2281306,133.125615,133.189941,"2021-09-07"
"2021-09-07",122.5,123.99,121.88,123.37,1132225,123.222735,123.255355,"2021-09-03",132.42,134.4,131.84,134.05,1255737,133.719156,133.7561,"2021-09-03"
