"Date","mar_Open","mar_High","mar_Low","mar_Close","mar_Volume","mar_TWAP","mar_VWAP","mar_PreviousCloseDate","hlt_Open","hlt_High","hlt_Low","hlt_Close","hlt_Volume","hlt_TWAP","hlt_VWAP","hlt_PreviousCloseDate"
"2020-12-30",108.1,110.84,108.1,110.18,1405157,110.028825,110.053617,"2020-12-29",129.21,131.35,128.5,130.47,1284661,130.447093,130.432423,"2020-12-29"
"2020-12-29",108.18,109.646,107.51,107.95,1428001,108.47923,108.361529,"2020-12-28",129.49,131.33,128.4,129,1685107,129.424257,129.330552,"2020-12-28"
"2020-12-28",107.99,109.4,107.12,107.38,1575159,108.309481,108.166676,"2020-12-24",130.246,130.57,128.12,128.32,1330284,129.185236,129.075033,"2020-12-24"
"2020-12-24",106.56,106.89,105.65,106.89,822378,106.35798,106.491838,"2020-12-23",128.62,128.98,127.5,128.75,592067,128.20705,128.238669,"2020-12-23"
"2020-12-23",104.02,106.83,103.32,106.51,2196356,105.684434,105.907806,"2020-12-22",127.06,129.08,126.74,128.61,1624632,128.187851,128.032885,"2020-12-22"
"2020-12-22",104.04,104.555,102.65,102.95,2393209,103.461147,103.338959,"2020-12-21",126.54,127.28,124.44,126.26,1498541,125.839906,125.916179,"2020-12-21"
"2020-12-21",101.95,104.86,101.33,103.99,3331310,103.612344,103.59411,"2020-12-18",125.79,128.15,123.7776,127.32,2187192,126.242196,126.418321,"2020-12-18"
"2020-12-18",105.01,106.92,104.42,104.61,5231831,105.577184,104.960666,"2020-12-17",130.34,130.91,128.27,128.82,3376444,129.462845,129.261549,"2020-12-17"
"2020-12-17",105.04,105.35,103.55,104.7,2410709,104.590518,104.641667,"2020-12-16",130.78,132.4,128.67,130.29,1818381,130.09345,130.142,"2020-12-16"
"2020-12-16",104.97,105.36,103.3,104.41,1956111,104.207694,104.166032,"2020-12-15",130.6,130.92,128.7351,130.44,1752454,129.874166,130.093029,"2020-12-15"
"2020-12-15",105.55,105.9,102.91,104.97,1923449,104.208114,104.395118,"2020-12-14",129.35,130.49,126.84,130.36,1812403,129.25305,129.46092,"2020-12-14"
"2020-12-14",106.39,106.39,102.98,103.04,2034861,104.119045,103.949696,"2020-12-11",131.29,131.43,126.43,126.62,1888963,128.0166,127.807534,"2020-12-11"
"2020-12-11",106.81,107.61,104.3,104.74,2302741,105.391394,105.346056,"2020-12-10",130.66,131.81,127.6401,128.51,2171863,128.816931,128.877309,"2020-12-10"
"2020-12-10",106.25,107.85,105.2,107.36,2360118,106.238094,106.506841,"2020-12-09",129.86,132.41,128.88,131.77,1791266,131.192486,131.43855,"2020-12-09"
"2020-12-09",109.5,109.96,105.7,106.7,2165248,107.45484,107.482833,"2020-12-08",133.93,134.34,129.32,130.47,2787239,131.454587,131.338236,"2020-12-08"
"2020-12-08",108.64,110.76,108.61,109.05,1838455,109.5509,109.548379,"2020-12-07",131.5,134.17,131.05,132.55,1552763,132.905289,132.781047,"2020-12-07"
"2020-12-07",110.28,110.41,108.33,109.83,1622628,109.317081,109.519049,"2020-12-04",134.88,135.285,132.16,132.96,1766416,133.332517,133.249066,"2020-12-04"
"2020-12-04",109.87,111.24,108.625,110.85,1261749,110.290404,110.484244,"2020-12-03",133.6378,135.84,132.77,135.61,1923206,134.537856,134.697799,"2020-12-03"
"2020-12-03",107.13,111.54,107.13,109.16,3119179,109.647049,109.636745,"2020-12-02",129.96,134.67,129.1,132.32,2693953,132.752183,132.66496,"2020-12-02"
"2020-12-02",104.3,107.19,103.8,106.75,2069214,106.291087,106.404865,"2020-12-01",128.11,130.64,127.68,128.72,1955063,129.261766,129.128931,"2020-12-01"
"2020-12-01",105.26,105.64,103.87,104.84,1946709,104.975245,104.927473,"2020-11-30",129.5,129.67,127.67,128.52,1891690,128.747157,128.752374,"2020-11-30"
"2020-11-30",104.04,104.275,101.77,103.63,2952870,103.323908,103.441132,"2020-11-27",127.92,128.31,124.88,126.87,2094480,126.763213,126.794362,"2020-11-27"
"2020-11-27",106.62,107,104.17,104.41,1008660,105.212759,105.120616,"2020-11-25",128,130.74,127.2,128.35,1365789,128.715503,128.535571,"2020-11-25"
"2020-11-25",108,108.15,106.22,106.3,1847299,106.919637,106.841007,"2020-11-24",129.87,130.25,127.76,129.22,2086576,128.847203,128.945863,"2020-11-24"
"2020-11-24",107.97,109.62,107.03,108.94,2827058,108.644456,108.726526,"2020-11-23",126.29,131.35,125.3639,130.91,5307604,128.951826,129.133054,"2020-11-23"
"2020-11-23",102.89,105.05,102.41,105.05,3428477,103.883269,104.067079,"2020-11-20",120.95,123.42,120.57,123.09,2185388,122.463022,122.440458,"2020-11-20"
"2020-11-20",102.85,103.37,101.45,101.76,2302673,102.380741,102.142224,"2020-11-19",120.6526,121.9094,119.21,119.28,5292167,120.315476,120.11444,"2020-11-19"
"2020-11-19",102.33,103.584,102.01,102.8,3283998,102.826129,102.784914,"2020-11-18",120.35,121.71,119.53,121.11,2034789,120.635946,120.688467,"2020-11-18"
"2020-11-18",103.37,105.63,102.9,103.35,1901575,104.248746,104.051339,"2020-11-17",122.26,124.22,120.22,120.34,2370148,122.281025,122.084757,"2020-11-17"
"2020-11-17",104.56,105.21,102.54,103.34,2732885,103.502645,103.481363,"2020-11-16",123.63,123.66,120.36,122.78,2924367,121.941658,122.009765,"2020-11-16"
"2020-11-16",109.47,109.71,106.26,106.58,4475358,107.683421,107.692543,"2020-11-13",125.7,125.7,121.6501,123.76,4596254,123.352227,123.444654,"2020-11-13"
"2020-11-13",102.91,105.92,102.65,105.8,2638559,104.663515,104.570752,"2020-11-12",116.31,120.13,115.65,120,2806144,118.359633,118.77664,"2020-11-12"
"2020-11-12",102.33,103.265,100.83,102.05,2702734,102.019094,102.070266,"2020-11-11",114.6,116.31,111.87,115.34,3115329,114.683928,114.718792,"2020-11-11"
"2020-11-11",104.65,104.76,101.445,103.75,3696095,103.505187,103.557153,"2020-11-10",117.54,118.2,115.07,116.39,3846817,116.201079,116.169548,"2020-11-10"
"2020-11-10",105,106.45,102.7425,104.24,4420093,104.436023,104.497366,"2020-11-09",117.2,119.8,115.92,118.48,4883897,118.172514,118.371463,"2020-11-09"
"2020-11-09",112.39,116.73,102.6,104.19,9584600,105.627627,105.454203,"2020-11-06",123.05,131.9,113.6,118.3,14217328,120.60485,120.442216,"2020-11-06"
"2020-11-06",93.65,95.06,92.28,92.84,2859004,93.233711,93.199983,"2020-11-05",102,104.65,101.5,103.89,4167957,103.704202,103.646096,"2020-11-05"
"2020-11-05",93.33,96.08,93.07,94.08,2397699,94.539903,94.504021,"2020-11-04",98.73,102.89,98.13,100.91,3572771,101.421722,101.383243,"2020-11-04"
"2020-11-04",91.27,96.62,90.58,93.09,2985196,94.301131,94.137954,"2020-11-03",97.42,100.56,95.13,98.04,3274487,98.452147,98.494601,"2020-11-03"
"2020-11-03",88.75,91.95,88.75,90.65,3040828,90.704402,90.643214,"2020-11-02",94.26,97.19,93.89,96.09,2658398,95.341971,95.471724,"2020-11-02"
"2020-11-02",88,88.51,86.52,88,2352787,87.467727,87.518165,"2020-10-30",93,93.39,91.6,92.9,2320087,92.673238,92.77378,"2020-10-30"
"2020-10-30",85.76,88.0775,84.78,87.81,2335951,86.721233,86.971789,"2020-10-29",92.05,94.03,90.55,92.88,2732358,92.345026,92.444579,"2020-10-29"
"2020-10-29",84.02,87.445,83.62,86.51,2546324,86.090824,86.277086,"2020-10-28",89.99,93.77,89.01,93.33,2728970,92.259936,92.409715,"2020-10-28"
"2020-10-28",85.98,86.65,83.8442,84.02,2279512,84.905034,84.803367,"2020-10-27",91.57,92.52,88.92,89.97,4302436,90.638781,90.536084,"2020-10-27"
"2020-10-27",90.25,90.455,87.47,87.67,1667037,88.543467,88.37188,"2020-10-26",96.47,96.87,93.35,93.46,2512042,94.721156,94.423458,"2020-10-26"
"2020-10-26",92.92,93,88.47,90.38,2002762,89.953386,90.092673,"2020-10-23",99.5,99.51,94.42,96.02,2912893,96.400147,96.298742,"2020-10-23"
"2020-10-23",94.8,95.67,94.16,94.61,2407436,94.796402,94.790603,"2020-10-22",101.71,102.27,100.18,101.76,2032637,101.221786,101.352272,"2020-10-22"
"2020-10-22",90.21,94.43,89.705,94.39,4378409,93.274057,93.338648,"2020-10-21",96.1,101.21,95.64,100.82,3033640,99.363978,99.575005,"2020-10-21"
"2020-10-21",89.33,89.63,88.2038,88.97,3418865,88.898124,88.893213,"2020-10-20",95.53,96.02,94.31,95.15,1512178,95.056297,95.079577,"2020-10-20"
"2020-10-20",88.53,90.47,87.77,89.57,2279248,89.493191,89.54981,"2020-10-19",95.3,97.09,94.2,96.09,1783088,95.913033,95.955002,"2020-10-19"
"2020-10-19",89.65,90.8407,86.97,87.55,1557488,88.783086,88.543476,"2020-10-16",98.515,98.515,93.64,93.94,2073616,95.466697,95.216739,"2020-10-16"
"2020-10-16",88.88,90.1,88.52,89.5,1901759,89.251943,89.255251,"2020-10-15",97.33,98.99,96.8,97.76,1707504,98.079105,98.006111,"2020-10-15"
"2020-10-15",87.36,88.7,86.42,88.68,1330769,87.639662,87.728474,"2020-10-14",96.29,97.29,94.77,97.07,1886712,96.057717,96.116953,"2020-10-14"
"2020-10-14",89,90.23,87.8,88.3,2241190,88.669875,88.654261,"2020-10-13",98.54,99.2,96.56,97.07,2448558,97.354244,97.280169,"2020-10-13"
"2020-10-13",90.8,91.3,88.19,88.64,2085756,89.022421,88.986937,"2020-10-12",99.24,99.53,96.91,98.24,2738986,98.463829,98.459236,"2020-10-12"
"2020-10-12",91.44,91.78,90.385,91.35,1411670,91.203288,91.287135,"2020-10-09",99.46,101.11,98.84,100.71,2318741,100.254552,100.306315,"2020-10-09"
"2020-10-09",93,94.1,91.255,91.37,1654826,92.240863,92.341538,"2020-10-08",101.29,102.09,99.26,99.34,1673778,100.370877,100.203145,"2020-10-08"
"2020-10-08",92.28,92.93,91.14,92.54,2202457,92.137994,92.148443,"2020-10-07",99.81,100.44,98.205,100.31,1799171,99.329779,99.484574,"2020-10-07"
"2020-10-07",90.41,92.15,90.41,91.72,2108505,91.178789,91.196973,"2020-10-06",98.24,99.94,98.01,99.01,1845529,98.961296,98.966815,"2020-10-06"
"2020-10-06",90.28,92.39,89.38,89.6,2128009,90.988195,90.98375,"2020-10-05",98.13,100.34,96.52,96.92,3023232,98.645055,98.452168,"2020-10-05"
"2020-10-05",88.45,90.0063,87.86,89.3,1342614,89.147963,89.091249,"2020-10-02",95.78,97.24,95.13,96.78,2153125,96.150815,96.276901,"2020-10-02"
"2020-10-02",84.91,88.02,84.61,87.96,1644013,86.981226,87.180094,"2020-10-01",91.7,95.62,91.44,95.25,2198953,94.169321,94.348652,"2020-10-01"
"2020-10-01",85.92,87.24,85.55,87.22,1779510,86.531587,86.535668,"2020-09-30",93.22,94.95,92.51,94.35,2182134,93.981043,94.039961,"2020-09-30"
"2020-09-30",87.54,88.88,85.17,85.32,3127471,86.510809,86.387321,"2020-09-29",94.41,96.02,92.15,92.58,2921840,93.945135,93.59514,"2020-09-29"
"2020-09-29",88.9,88.98,86.43,86.6,2977634,87.444702,87.315646,"2020-09-28",96.19,96.19,92.81,93.215,2217894,93.742695,93.72794,"2020-09-28"
"2020-09-28",87.82,89.44,86.8,89.06,2289467,88.585653,88.641131,"2020-09-25",95.05,97.39,93.94,96,2965384,96.020222,96.00497,"2020-09-25"
"2020-09-25",83.06,86.06,82.825,85.93,3255572,84.635473,84.766208,"2020-09-24",90.33,93.43,90.27,92.99,2318070,92.098082,91.988916,"2020-09-24"
"2020-09-24",83.37,84.75,81.48,83.07,5307051,83.168308,83.149437,"2020-09-23",92.265,93.58,90.48,91.35,4025958,91.713464,91.553031,"2020-09-23"
"2020-09-23",85.69,87.33,83.68,83.86,2540864,85.084247,84.911292,"2020-09-22",96.35,97.86,92.615,92.94,2788335,94.764393,94.750585,"2020-09-22"
"2020-09-22",85.07,85.83,83.95,85.24,3816086,84.730492,84.896328,"2020-09-21",93.51,95.53,93,95.5,3605399,94.411513,94.518619,"2020-09-21"
"2020-09-21",87.2,87.3,83.52,85.48,5031539,85.041957,85.209047,"2020-09-18",95.96,96.4,91.4,93.02,4863196,93.006206,93.025493,"2020-09-18"
"2020-09-18",90.34,91.34,89.27,89.64,5451496,90.202629,90.198563,"2020-09-17",103.37,103.94,99.58,99.88,5327653,101.465592,101.254848,"2020-09-17"
"2020-09-17",92.68,93.1,90.62,91.17,3427499,91.56991,91.409428,"2020-09-16",105.77,107.13,103.7,104.41,2763129,105.0344,104.863972,"2020-09-16"
"2020-09-16",92.46,95.08,91.64,94.03,3831355,93.629882,93.823613,"2020-09-15",106.11,108.8899,104.44,107.76,3004530,106.879957,107.02355,"2020-09-15"
"2020-09-15",92.45,93.78,91.79,91.94,1945275,92.553913,92.441962,"2020-09-14",104.98,106.36,103.22,105.39,1921960,105.07556,105.106329,"2020-09-14"
"2020-09-14",88.18,92.57,88.18,92.31,2139296,91.384415,91.504559,"2020-09-11",100.88,104.91,100.55,104.68,2729265,103.693315,103.820184,"2020-09-11"
"2020-09-11",89.61,89.635,86.21,87.37,1974467,87.64656,87.606743,"2020-09-10",100.94,101.11,97.39,99.26,2637962,99.086304,99.02892,"2020-09-10"
"2020-09-10",90.9,93.14,89.27,89.36,1774117,90.806895,90.560324,"2020-09-09",102.94,105.38,100.11,100.38,2263060,101.925048,101.901263,"2020-09-09"
"2020-09-09",91.7,91.88,90.13,90.39,2237962,90.741501,90.7075,"2020-09-08",103.81,103.94,100.83,102.01,2630087,102.076379,102.081568,"2020-09-08"
"2020-09-08",90.12,93.42,89.68,91.9,2781571,92.03504,92.053468,"2020-09-04",103,107.15,102.37,103.98,2745935,104.962042,104.863421,"2020-09-04"
"2020-09-04",92.68,93.39,90.75,90.94,3776024,91.524863,91.462167,"2020-09-03",104.89,107.04,103.21,104.82,2856159,104.903928,104.86113,"2020-09-03"
"2020-09-03",91.93,93.85,90.31,91.3,2541046,91.856929,91.910534,"2020-09-02",104.99,107.9,102.21,103.09,2956161,104.203172,104.196614,"2020-09-02"
"2020-09-02",91.89,91.97,90.38,91.34,3952749,91.024802,91.035481,"2020-09-01",103.28,104.84,102.4039,104.39,2101262,103.648131,103.827735,"2020-09-01"
"2020-09-01",89.52,92.16,89.01,91.71,1712614,91.195107,91.306457,"2020-08-31",101.48,104.58,100.76,103.09,1918168,102.898043,102.867796,"2020-08-31"
"2020-08-31",91.61,91.69,89.48,90.36,3461786,90.48967,90.48252,"2020-08-28",105.25,105.96,102.84,102.91,2881353,103.862437,103.705141,"2020-08-28"
"2020-08-28",89.21,92.06,89.11,91.73,4251608,90.791465,90.706305,"2020-08-27",102.96,106.61,101.95,106.26,3660993,104.69993,104.933596,"2020-08-27"
"2020-08-27",87.66,89.2927,87.585,88.8,3373196,88.813793,88.829084,"2020-08-26",99.2503,103.3242,99,101.79,3856863,101.909352,101.87949,"2020-08-26"
"2020-08-26",88.21,88.21,86.7,86.8,2210255,87.029725,87.020148,"2020-08-25",98.34,98.57,96.33,97.38,2158295,97.135806,97.174922,"2020-08-25"
"2020-08-25",89.72,90.61,88.27,88.44,2053319,88.851965,88.799386,"2020-08-24",98.825,100.38,97.52,98.77,2302662,98.655936,98.538018,"2020-08-24"
"2020-08-24",87.85,89.21,86.8,88.4,2468661,88.458324,88.436104,"2020-08-21",96.01,98.57,95,97.89,2791726,97.258192,97.335863,"2020-08-21"
"2020-08-21",85.5,87.44,85.16,87.35,2318538,86.819326,86.762076,"2020-08-20",93.81,97.03,93.5,95.27,2069222,95.76373,95.631766,"2020-08-20"
"2020-08-20",83.47,85.71,83.12,85.1,2274405,85.011754,84.970978,"2020-08-19",92.46,95.63,92.07,94.02,2240497,94.20082,94.189923,"2020-08-19"
"2020-08-19",84.6,85.4,83.88,84.49,2010743,84.77756,84.735767,"2020-08-18",94.91,95.8436,93.67,94,1536862,94.685496,94.608849,"2020-08-18"
"2020-08-18",85.01,85.22,83.36,84.07,1806633,84.052114,84.070963,"2020-08-17",95.52,95.84,93.43,94.44,1718129,94.488749,94.488232,"2020-08-17"
"2020-08-17",86.07,86.2,84.195,84.98,2360937,85.006058,84.971514,"2020-08-14",97.22,97.5,95.1601,95.72,2095986,95.859853,95.891523,"2020-08-14"
"2020-08-14",85.89,86.84,85.25,86,1899780,86.289376,86.208953,"2020-08-13",97.25,97.67,95.96,96.01,3407036,96.712956,96.635418,"2020-08-13"
"2020-08-13",85.25,87.0523,84.26,85.5,1721135,85.914226,85.855446,"2020-08-12",95.93,98.5,95.54,96.495,2158738,97.192998,97.120294,"2020-08-12"
"2020-08-12",88.61,88.7,85.36,85.89,2169697,86.323324,86.328082,"2020-08-11",99.21,99.65,95.39,96.03,3831000,97.064795,96.930178,"2020-08-11"
"2020-08-11",87.55,88.46,86.45,87.02,5012172,87.367083,87.379412,"2020-08-10",101.18,101.62,96.8701,97.01,5372175,98.673369,98.752482,"2020-08-10"
"2020-08-10",84.53,87.22,84.2,86.2,3588532,85.724862,85.864311,"2020-08-07",94.25,98.125,93.2957,97.13,5863849,96.173639,96.257347,"2020-08-07"
"2020-08-07",82.35,83.86,81.21,83.7,3257136,82.804124,83.029499,"2020-08-06",90.23,94.05,88.62,93.78,4949803,92.239118,92.433985,"2020-08-06"
"2020-08-06",79.3,83.6,78.03,82.7,5000336,81.379436,81.440508,"2020-08-05",86.46,91.2165,85.951,90.39,3763776,89.257756,89.480647,"2020-08-05"
"2020-08-05",79.61,80.03,77.83,80,3932789,78.979911,79.10715,"2020-08-04",87.72,87.9307,85.88,87.27,2200758,86.832493,86.919665,"2020-08-04"
"2020-08-04",74.8,78.42,74.47,78.32,2856738,77.365793,77.521239,"2020-08-03",83.42,86.27,82.62,86.1,2981182,85.387044,85.451885,"2020-08-03"
"2020-08-03",74.4,75.62,73.5,74.74,1965751,74.817774,74.807491,"2020-07-31",83.26,84.19,81.3,83.52,3361965,83.095982,83.129503,"2020-07-31"
"2020-07-31",75.68,75.76,74.02,75.05,4115075,74.77719,74.757192,"2020-07-30",84.53,84.61,82.06,83.825,3922499,83.350977,83.409816,"2020-07-30"
"2020-07-30",76.5,76.96,75.38,76.14,2288581,76.029917,76.06942,"2020-07-29",85.46,86.1074,84.54,85.51,2794673,85.450875,85.4428,"2020-07-29"
"2020-07-29",77.25,78.01,76.93,77.39,1605058,77.347031,77.341317,"2020-07-28",87.08,88.1779,86,87.14,1653673,86.751659,86.804721,"2020-07-28"
"2020-07-28",77.02,77.58,76.5,76.67,2194787,76.897873,76.894151,"2020-07-27",86.31,87.88,85.96,86.55,2105019,86.839705,86.775847,"2020-07-27"
"2020-07-27",76.55,77.45,75.36,77.34,2389791,76.558743,76.582073,"2020-07-24",86.11,87.135,85.2,86.27,2675842,86.29809,86.283188,"2020-07-24"
"2020-07-24",78.42,78.5,76.93,77.43,1257384,77.597751,77.52972,"2020-07-23",88.89,88.89,86.57,87.5,2369546,87.600866,87.59662,"2020-07-23"
"2020-07-23",78.72,79.23,77.11,78.86,2150342,78.168314,78.206565,"2020-07-22",89.91,90.2,87.92,88.97,2564106,88.763282,88.781842,"2020-07-22"
"2020-07-22",79.61,80.35,78.79,79.62,2584135,79.721792,79.709931,"2020-07-21",89.07,90.96,88.81,90.81,1741359,90.472546,90.431735,"2020-07-21"
"2020-07-21",79.31,80.4,78.54,80.12,2087077,79.807886,79.862539,"2020-07-20",89.67,91.5,88.5,89.96,2443338,90.255565,90.300993,"2020-07-20"
"2020-07-20",79.44,80.3199,77.53,78.17,2103501,78.363927,78.33288,"2020-07-17",90.64,91.63,87.57,88.48,3052426,88.701712,88.734008,"2020-07-17"
"2020-07-17",80.67,80.69,78.51,79.9,2253706,79.340578,79.514505,"2020-07-16",93.03,93.1,90.1,91.48,2329687,91.180447,91.289547,"2020-07-16"
"2020-07-16",79.8,81.22,78.955,80.89,2863460,80.306249,80.4185,"2020-07-15",92.13,93.43,90.7627,93.11,2483978,92.221232,92.320772,"2020-07-15"
"2020-07-15",76.6,81.48,76.01,80.92,4597152,79.285263,79.483341,"2020-07-14",90.23,94.75,90.16,94.03,6761443,92.930341,92.845857,"2020-07-14"
"2020-07-14",73.21,73.54,71.86,73.51,2452006,72.931332,73.007406,"2020-07-13",87,87.73,86,87.12,3063535,86.873518,86.861061,"2020-07-13"
"2020-07-13",75.55,76.26,73.55,73.58,2984946,75.023858,74.725494,"2020-07-10",89.07,90.54,87.31,87.5,3955135,88.905358,88.90029,"2020-07-10"
"2020-07-10",73.83,75.27,73.5,75.24,2168551,74.690034,74.770246,"2020-07-09",85.86,88.61,85.5,88.51,3246396,87.465988,87.399014,"2020-07-09"
"2020-07-09",75.41,75.59,72.52,74.13,2809601,73.760095,73.838881,"2020-07-08",90.22,90.28,86,86.25,5263545,86.916226,86.862302,"2020-07-08"
"2020-07-08",74.3,75.09,73.4,75.09,3597082,74.298647,74.699683,"2020-07-07",87.29,90.03,86.49,89.99,3407632,88.632572,88.694157,"2020-07-07"
"2020-07-07",75.26,75.46,73.75,74.17,2761225,74.346048,74.310554,"2020-07-06",88.63,88.9795,87.08,87.43,2993873,87.932944,87.834489,"2020-07-06"
"2020-07-06",76.08,76.35,74.98,76.24,2942722,75.612169,75.669306,"2020-07-02",89.6574,90.34,87.12,89.83,3138232,88.882338,89.011832,"2020-07-02"
"2020-07-02",76.79,76.98,74.1304,74.52,1766401,75.20821,75.15687,"2020-07-01",89.7,90.23,86.26,87.8,3877406,88.403225,88.375747,"2020-07-01"
"2020-07-01",74.68,76.53,74.12,74.44,3177018,75.154939,75.126016,"2020-06-30",86.67,90.5,86.33,86.62,5708185,87.954738,88.062568,"2020-06-30"
"2020-06-30",73.55,73.94,72.02,73.45,4377429,73.216852,73.338283,"2020-06-29",85.41,86.9199,84,85.73,4343105,85.622088,85.605467,"2020-06-29"
"2020-06-29",71.52,73.92,70.11,73.92,3244033,72.768835,72.899335,"2020-06-26",81.53,86.61,80.26,86.6,5132982,84.571592,84.73083,"2020-06-26"
"2020-06-26",72.19,72.3,69.83,71.16,9989508,70.701005,70.90846,"2020-06-25",83.55,83.95,80.3994,80.94,10150239,81.363943,81.223481,"2020-06-25"
"2020-06-25",72.49,72.73,70.8066,72.51,3999906,71.825271,71.951822,"2020-06-24",83.59,84.56,82.12,84.04,5210944,83.242761,83.265661,"2020-06-24"
"2020-06-24",75,75,71.59,73.19,3776898,73.359639,73.377849,"2020-06-23",89.33,89.52,83.88,85,6403929,85.758877,85.813358,"2020-06-23"
"2020-06-23",76.74,76.95,75.16,75.68,3956916,75.813203,75.80909,"2020-06-22",91,91.49,88.83,90.62,5829178,90.283168,90.432408,"2020-06-22"
"2020-06-22",75.95,76.805,74.83,76.08,1949483,75.888819,75.943717,"2020-06-19",89.5,91,88.28,90.18,4588838,89.977718,89.988396,"2020-06-19"
"2020-06-19",79.23,79.25,75.39,76.17,4250957,76.745819,76.775077,"2020-06-18",93.905,94.13,88.66,89.68,4880572,90.861997,90.876435,"2020-06-18"
"2020-06-18",75.74,79.14,75.43,78.16,3898964,78.329615,78.212487,"2020-06-17",90.5,94.18,90.17,92.75,3746910,92.886313,92.83877,"2020-06-17"
"2020-06-17",77.86,78.47,75.85,76.42,3457760,76.564974,76.472869,"2020-06-16",93.52,94,90.8023,91.13,4423063,91.851154,91.817117,"2020-06-16"
"2020-06-16",81.29,81.74,76.725,78.25,3104173,78.758547,78.78992,"2020-06-15",96.34,96.4,90.7,93.99,6197188,94.057488,94.046514,"2020-06-15"
"2020-06-15",74.54,78.43,73.85,77.48,3404488,76.807493,76.825696,"2020-06-12",88,92.33,86.79,90.79,9052926,89.923515,90.051409,"2020-06-12"
"2020-06-12",80.93,81,76.16,77.45,4733592,77.624943,77.438401,"2020-06-11",97.61,97.76,90.07,92.26,7108265,92.565413,92.553551,"2020-06-11"
"2020-06-11",78,80.609,76.73,77.59,5266458,78.473879,78.523045,"2020-06-10",95.05,96.5,90.61,91.44,7614102,93.68799,93.650924,"2020-06-10"
"2020-06-10",85.38,85.92,82.35,82.83,3943085,83.845864,83.810561,"2020-06-09",106.03,106.65,100.05,102.62,5641982,103.050062,102.972588,"2020-06-09"
"2020-06-09",87.8,87.83,85.25,86.13,3087065,86.233999,86.215577,"2020-06-08",109.7992,110.5,106.31,107.32,4008725,108.094747,108.067866,"2020-06-08"
"2020-06-08",89.86,90.78,88.54,89.7,4554527,89.435383,89.461434,"2020-06-05",113.46,114.46,110.51,113.14,6056216,111.943515,112.01953,"2020-06-05"
"2020-06-05",90.42,93.72,86.645,87.2,6686190,89.440475,89.52646,"2020-06-04",114.38,118.41,106.77,107.96,10069842,111.360199,111.133327,"2020-06-04"
"2020-06-04",86.19,87.44,84.36,86.34,3502983,86.012629,86.031697,"2020-06-03",100.14,105.05,98.0806,104.82,6777775,102.789972,102.781732,"2020-06-03"
"2020-06-03",84.49,87.42,83.79,86.11,3624854,86.183537,86.151783,"2020-06-02",97.3,100.555,96.21,99.9,6136335,99.109279,98.969583,"2020-06-02"
"2020-06-02",83,83.65,81.24,83.6,3138763,82.761296,82.905518,"2020-06-01",97.23,97.35,94.01,95.61,5470735,95.535465,95.683584,"2020-06-01"
"2020-06-01",79.65,82.73,79.355,81.91,2374555,81.715798,81.727986,"2020-05-29",89.73,95.64,89.3,95.03,5084212,94.049645,94.034125,"2020-05-29"
"2020-05-29",79.54,80.25,78.38,79.31,3923807,79.355166,79.344787,"2020-05-28",91.21,91.75,88.1,88.5,5874442,89.487801,89.267147,"2020-05-28"
"2020-05-28",83.98,84.54,80.44,80.62,3368789,82.805266,82.455352,"2020-05-27",97.61,97.92,91.53,91.64,5203029,94.437119,94.137647,"2020-05-27"
"2020-05-27",84.14,84.515,80.76,83.15,5167042,82.494483,82.572818,"2020-05-26",98.64,98.977,94.77,97.96,5392025,97.074413,97.203079,"2020-05-26"
"2020-05-26",85.13,85.58,81.43,81.69,3879864,82.67192,82.789083,"2020-05-22",97.885,97.93,94.55,94.92,6258418,95.759829,95.662897,"2020-05-22"
"2020-05-22",78,78.785,76.69,78.39,2822887,77.915715,78.00033,"2020-05-21",92.18,92.25,89.52,91.05,2259710,90.868084,90.95122,"2020-05-21"
"2020-05-21",77.15,78.86,75.83,77.66,4794459,77.627027,77.616843,"2020-05-20",91.97,93.11,90.27,91.35,3009033,91.748781,91.68639,"2020-05-20"
"2020-05-20",76.86,78.32,75.94,77.72,3522280,77.407339,77.445893,"2020-05-19",92.36,92.98,90.27,92.68,4265676,92.055614,92.100916,"2020-05-19"
"2020-05-19",73.04,77.0799,71.8292,75.29,3955045,75.433857,75.416672,"2020-05-18",92.27,94.84,89.16,90.67,7090296,92.232285,92.171914,"2020-05-18"
"2020-05-18",72.17,74.67,72.08,73.07,6424880,73.636111,73.566775,"2020-05-15",85.06,93.9,84.865,93.62,11012237,90.931547,91.16344,"2020-05-15"
"2020-05-15",67.28,68.83,66.51,68.54,2330973,68.230032,68.246232,"2020-05-14",78.47,79.908,77.36,79.76,6526946,79.034367,79.253275,"2020-05-14"
"2020-05-14",63.36,68.21,62.47,68.17,6036656,66.070628,66.205639,"2020-05-13",73,79.28,71.52,79.25,5425359,76.388733,76.672006,"2020-05-13"
"2020-05-13",67,67.2,64.06,64.85,4944508,65.451805,65.304815,"2020-05-12",79.0648,79.3168,74.57,75.26,4880565,76.499167,76.433905,"2020-05-12"
"2020-05-12",68.94,69.34,66.56,67,3176838,68.155303,68.034629,"2020-05-11",82.96,83.88,79.27,79.33,3605479,81.888045,81.511717,"2020-05-11"
"2020-05-11",71.11,71.26,68.26,68.3,5532585,69.312464,69.194253,"2020-05-08",84.3,84.75,81.51,82.31,6832659,82.788806,82.789228,"2020-05-08"
